0;S;1
1;S;0,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93
2;S;1
3;S;1
4;I;1
5;S;1
6;S;1
7;S;1
8;S;1
9;S;1
10;S;1
11;S;1
12;S;1
13;S;1
14;S;1
15;S;1
16;S;1
17;S;1
18;S;1
19;S;1
20;S;1
21;S;1
22;S;1
23;S;1
24;S;1
25;S;1
26;S;1
27;S;1
28;S;1
29;S;1
30;S;1
31;I;1
32;S;1
33;S;1
34;S;1
35;S;1
36;S;1
37;S;1
38;S;1
39;S;1
40;S;1
41;S;1
42;S;1
43;S;1
44;S;1
45;S;1
46;S;1
47;I;1
48;S;1
49;S;1
50;S;1
51;S;1
52;S;1
53;S;1
54;S;1
55;S;1
56;S;1
57;S;1
58;S;1
59;S;1
60;S;1
61;S;1
62;S;1
63;S;1
64;S;1
65;S;1
66;I;1
67;S;1
68;I;1
69;S;1
70;S;1
71;S;1
72;S;1
73;S;1
74;S;1
75;S;1
76;S;1
77;S;1
78;S;1
79;S;1
80;S;1
81;S;1
82;S;1
83;S;1
84;S;1
85;S;1
86;S;1
87;S;1
88;S;1
89;S;1
90;S;1
91;S;1
92;S;1
93;S;1
