0;I;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
1;S;0
2;S;0
3;S;0
4;S;0
5;S;0
6;S;0
7;S;0
8;I;0
9;S;0
10;S;0
11;S;0
12;S;0
13;S;0
14;S;0
15;S;0
16;S;0
17;S;0
18;S;0
19;S;0
20;S;0
21;S;0
22;S;0
23;S;0
24;I;0
25;I;0
26;I;0
27;S;0
28;S;0
29;S;0
30;S;0
31;S;0
32;S;0
33;S;0
34;S;0
35;S;0
36;S;0
37;S;0
38;S;0
39;S;0
40;S;0
41;S;0
42;S;0
43;S;0
44;S;0
45;S;0
46;S;0
47;S;0
48;S;0
49;S;0
50;S;0
51;I;0
52;S;0
53;S;0
54;S;0
55;I;0
56;S;0
57;S;0
58;S;0
59;S;0
60;S;0
61;S;0
62;S;0
63;S;0
64;S;0
65;S;0
66;S;0
67;S;0
68;S;0
69;I;0
70;S;0
71;S;0
72;I;0
73;S;0
74;S;0
75;S;0
76;S;0
77;S;0
78;I;0
79;S;0
80;S;0
81;S;0
82;S;0
83;S;0
84;S;0
85;S;0
