0;I;1,108,109,51,114,21,136,146,147,63,150,212,249,237,252,258,127,294,295,303,125,332,293,334,335,355,356,385,32,26,392,394,411,412,417,282,418,437,438,359,442,160,461,467,473,474,241,35,62,268,501,185,515,103,8,15,413,50,211,17,66,570,478,573,28,593,594,310,372,619,620,41,550,400,270,644,20,209,367,71,129,698,194,543,134,210,702,453,528,370,494,376,756,9,302,436,781,782,735,739,610,153,458,479,632,202,422,152,434,57,452,683,313,832,835,427,830,838,602,854,87,867,790,873,177,560,786,79,748,148,377,101,221,749,906,205,112,828,623,341,913,649,38,391,206,126,186,723,161,49,916,48,338
1;S;0,2,512,293
2;S;1,3,54,55,21,118,7,249,18,406,405,207,35,413,200,12,41,513,285,317,183,56,32,371,368,747,784,312,373,847,300,511,38,755
3;I;2,4,117,167,26,273,319,284,511,170,548,180,420,589,597,266,704,465,125,109,742,209,751,752,135,67,142,691,363,660,90,132,884,32,413,886,20,140,153,87
4;I;3,5,327,21,704,918
5;S;4,6,59,98,387,120,551,285
6;S;5,7,427,68,115,31
7;I;2,6,8,94,190,57
8;I;0,7,9,60,61,21,51,250,190,291,345,346,178,26,453,183,519,32,282,206,563,672,90,473,375,667,724,257,41,658,294,445,436,413,818,354,130,819,29,341,790,35,895,508,356,917,15
9;S;0,8,10,53,411,499,32,556,702,757,26,413,888,889
10;S;9,11,655,907
11;I;10,12,176,177,301,256,187,272,297,87,881,41
12;I;2,11,13,33,26,21,111,28,168,62,376,35,802,563,164
13;I;12,14,35,600,41,796,698
14;I;13,15
15;S;0,8,14,16,387,724
16;S;15,17,63,247
17;I;0,16,18,23,24,32,33,319,35,282,381,481,87,501,469,21,39,71,744,619,760,112,770,153,838,27,232,251,227,925,746
18;S;2,17,19,123,21,128,129,39,138,217,529,28,210,401,611,612,172,114,53,27,51,32,122,902,71
19;S;18,20,21,67,155,437
20;S;0,3,19,21,35,126,196,505,527,528,645,70,190,271,628,187,26,359,605,323,161,133,342,325,404,275,28,264,82,877,87,428,328,37,724,656,39,559,493,90,625,363
