0;S;5416,3325,9443,4928,9659,3517
1;S;6997,5276,8745
2;S;1180,7195,209,253,8433
3;S;6609,3924,1348,7801,3931,1351,6462,3982,3173,3820,495,1180
4;S;5439,4477,4142,4990,9071,5670,5629,9904
5;S;8895,6813,7822,1180,1196,1809,6734
6;S;5557,5569,7001,3884,3049
7;S;9583,9400,4759
8;S;85,6451,229,8530,3728,9058,5527,6159
9;S;3804,6515,9165
10;S;8927,2190,8189
11;S;6224,7046,7826,6944,4681,3213,2259,1301,8433,4262,2094,228
12;S;6804,1078,630,2266
13;S;5669,6058,3084,5586,5549
14;S;8818,5371,4770
15;S;322,2678,9387,5371,3931,9903
16;S;2677,6771,8729
17;S;5325,7554,9398,464,6787,4922,8729
18;S;9843,9312,2700
19;S;3834,9158,8109
20;S;9059,1346,8433,6130
21;S;3832,1990,478,5980,3904,8595,5778,495,6631,9657,6222,3782,3974,5854,8028,4781,1847,1712,6756,7708,3628,2953,3940,9175,4463,1858,7624,4723,1907,4155,7185,7669,1022,3682,4922,3573,4751,7813,228,8749,7784,302,4741,751,6462,748,9678,9337,2550,4876,5722,9206,4912,4423,2751,1100,7899,8411,514,3092,4401,871,6302,2404,56,7589,4766,1761,7546,8119,5308,6730,4659,3174,9829,854,4823,1257
22;S;8917,7724,6859
23;S;590,8729,6634,2474,7097,8999,9389,8434,8270,1965,4339,9450,4601,8818,1012,6241,4925,6626,6321,4231,7505,1668,1392,8134,982,3868,7086,6230,8151,6577,4927,2260,6916,8336,524,9773,2075,5934,3213,4948,4358,7187,4627,3896,3325,2677,5773,8915,7825,2118,7602,7140,8289,4599,8433,8478,8815,955,2425,2944,9950,9955,2577,8255,6681,9835,9371,9168,9071,2895,5882,690,2111,3968,4124,1136
24;I;4438,6462,2002,5778,1682,684,7847,9726,6099,2654,1292,5792,2260,9966,6155,9307,6455,8026,7852,9071
25;S;1339,6462,2189,7252
26;S;1097,2052,5523,1424,3931,6302,4715,114,5869
27;S;2161,9770,6483,3167,1934,2602,8818,425,2819,7774,5593,6997,6439,6860,4238,7976,702,2677,5854,3434,56,1083
28;S;8161,3694,936,4302
29;S;4420,8071,7258,5731,4031
30;S;3681,976,3416,4734
31;S;5748,921,7420
32;S;8729,9077,2260,8914
33;S;4953,8109,5211,7900,495,4124
34;S;3095,7746,9071,1490,9911
35;S;3640,4743,2164,4362,56,5415,7161,5033,8818,4238
36;S;8661,5278,198
37;S;1345,8593,294,9534,1708,5479
38;S;1833,2615,9882,9844,3167
39;S;8729,9844,6219,7272,4111,5790,7933,3325,612,3416,8951,236
40;S;1257,4635,6159
41;S;9489,8703,9778,8729,4842,168,4618,1243,9655,7056
42;S;8729,5371,2979
43;S;908,8422,367,9222,1083,9953,7768,8786,2131
44;S;2266,9168,6020
45;I;2404,1412,8765,4109
46;S;9142,4927,7265,4423,890,8355,1301,3593,9206,8767,4130,1327,499,5442,7949,6974,9489,3442,4586,3850,1206,1469,6859,8554,3448,5095
47;S;233,3038,9803
48;S;6240,8662,8433,7647
49;S;3361,3931,6536,8433,4973,2363,9481,4423,3850,4238,6631,7929,8826,773,4632,4076,7187,1789,9406,8745
50;I;9172,8729,656
51;S;9155,3022,6241,3325
52;S;544,7496,649,6062,7237,5348
53;S;3215,1470,9410
54;S;6660,3453,5814,6219,5405,6490,5124
55;S;600,7787,1695,9982,8046,3517,9059,391,8979,7847,4990,9069,4757,5339,8019,6534,2049,6186,5109,2260,7954,6334,6279,9513,6600,6091,3235,1181,4812,495,9481,7299,3241,3812,7258,9489,1035,4272,2962,6021,4367,3377,9167,4124,9193,769,5288,547,2331,8212,2044,1470,7040,6462,3832,9657,9719,7699,5569,7158,3943,514,9168,6242,4238,7663,5416,3628,8316,1653,4914,8898,1083,5482,5847,785,7705,1402,7774,6834,3416,447,3676,2762,3339,4401,9173,4967,4134,2751,7766,6219,4648,9450,5371,6403,2204,3234,8818,9844,6859,7269,8348,6626,5134,5365,2287,2766,5278,1091,2695,1880,5770,4096,9902,5142,6595,3097,9057,8692,6033,936,2250,8411,8119,8726,8281,2126,1921,9378,2378,3743,1220,6043,9402,6702,2357,1344,3645,7028,4907,6997,2407,2051,228,7462,6807,8433,1609,409,8375,8671,2602,5455,609,3801,2795,3364,9496,2652,3532,4527,3296,8478,4553,3279,4463,7359,5100,1452,1246,9110,4916,4107,3804,8272,5660,9647,5051,5442,7273,1180,6359,9071,4467,8817,2953
56;S;1522,3512,9993,1175,8082,1662,4204,9146,8530,9844,1697,1894,7633,7187,6130,8556,5766,8679,4712,9400,6658,214,732,1608,7847,2070,3166,21,1469,3050,6804,7418,6459,6859,6677,9496,8099,2444,2759,7015,141,1775,1918,6546,9481,8781,9907,3476,2052,4990,4559,8618,1351,5183,2210,6834,3832,8109,9866,27,1990,8873,8281,4533,2367,5702,7648,6944,2786,97,4438,1865,4648,2022,2620,8387,8697,8434,6241,6356,35,9332,2254,5726,3029,5925,4877,8828,2304,982,5371,4463,7399,1615,6507,8745,3320,1934,3442,656,9038,306,8650,8595,2161,9593,4535,6881,5011,6399,3878,2041,6982,7660,3772,2953,6759,8020,2075,9438,492,8987,2027,4124,2615,2751,3628,4973,1621,7209,3448,1487,2822,1519,1206,6997,6854,3213,6462,5125,3015,8954,8729,9342,377,6181,7772,9541,5186,5479,9657,8726,1233,4774,6362,5961,8296,4577,233,3517,5505,4770,322,1749,7416,6242,2694,2058,8990,7774,8247,4977,2378,3926,6121,9663,8433,77,2805,9387,495,5951,4117,3232,9719,7254,3373,4867,8818,6219,8119,484,5810,9610,5319,1728,212,4238,9744,3061,8833,6037,7274,9071,6599,7968,5939,1028,1488,5425,9644,621,3296,4290,1598,7155,3931,4432,4010,5953,4231,3121,2343,1798,3097,4948,1402,6311,5569,1083,7466,3379
57;S;5739,1633,5276,5020,3512,228,2718,4846,7209,8003,7947,2161,248,4598,7602,1947,9275
58;S;5102,9993,2680,3884
59;S;692,4973,3457,7589,7533,7816
60;S;3931,3628,9481,2022,692,2979,8818
61;S;1523,514,5030,9749,6066
62;S;1041,7187,5427,8392
63;S;1865,1487,6219
64;S;3832,7548,4052,1750,1695,1753,1332,8094,5068,6615,5818,4973,9168,7671,5612,2698,8986,374,9481,2126,4697,3512,160,8951,8998
65;S;7187,1202,3992,1633,3213,2499,9805
66;S;4284,7265,1598
67;S;7062,2700,2070,9481,6285
68;S;4671,3325,506,9839
69;I;3325,6634,9132
70;S;1632,7564,2304
71;S;2604,9453,596,5062,7653,3373,2503,4825,4036,4967,5851,160
72;S;4339,1318,5779,4766
73;S;5748,4753,2961,7930,6968,2304,6219
74;S;8433,2437,2600,2260,4613,3050,4347,656,6807,2953,2111,9450,6219,740,339,1569,8247,5233,6064,5930,2445,3416,4857,1664,495,4327,4696,6433,1330,7910,3828,6958,9955,5338,4973
75;S;7163,8362,229,4413
76;S;3772,2515,1402,8972,6230,3800,8951,9071,4339,459,1946,580,7776,2331,2260,8801,6770
77;S;233,1543,6600,5930,7847,56,2331,6667,9281
78;S;5118,2751,8781,2240,7187,3320
79;S;8499,817,8860,2751
80;S;141,2945,4456,5569,4352,1498
81;S;8729,1345,5371
82;S;9610,329,9461
83;S;9387,6844,6219,2784,2378
84;S;7187,6271,3694
85;S;2815,9199,4176,2183,5479,5371,7585,8530,8119,3361,6388,9843,2878,9835,3393,1728,511,8433,8,4140,7574,3213,5751,8570,2144,4973,514,1759,2700,3325,4967,1720,6703
86;S;7301,3628,9333
87;S;1569,1402,6808,2122,2284,8411,6462,8264,2131
88;S;7736,8340,4238
89;S;765,9059,6219
90;S;8891,2214,7976,8729,7899,5695,2070,8478,398,2144,7884,9481,9231,3325,6159,3395,1764,3532,1276,9912,9211,1921,5870,214,9080,2260,4022,6483,2751,9506,4599,8463,6997,6834,9649,3597,8767,3624,2111,3517,9844
91;S;6834,7910,9096,1409,4463,4876,3873,2550,2260,9866,2204,1402
92;S;9596,2390,2040
93;S;9168,8099,8544,9473,3772,2323,8484
94;S;8775,5636,8729,6029,9366,3780,2865,3213,5371
95;S;7758,1331,4922,4425,725,2168
96;S;6847,8913,7058,3046,7187,6462,9481,7897,9660,1243,480
97;S;56,7138,8189,6016
98;S;3241,4953,8613,3628,3989,1487,8604
99;S;887,1600,265,9481,146,252,5442,7710,1753,5557,4064,3903,3263,2183,955,4469,9089
100;S;4463,2477,8119,6016,6415,6880,566,8180,4883
101;S;318,7062,9332,5557,4789,3167,3529,4359,2533,740,3361,6230,936,4770
102;I;782,9097,281,621,1281,5416,9080,6219,1092,4928
103;S;484,3931,8472
104;S;4423,3322,8871
105;S;6834,4924,1753,8119
106;S;4892,8433,2751,5533,2718,3556,8281,9044,7682,8682,732,3517,8119,7187,6483
107;S;1633,440,8009
108;S;9864,410,7209,7548,6141,1375,5839,2495,9698,4894
109;S;5371,318,7046,5557,6405
110;S;4405,8927,9852,1018,3694,9438
111;S;4124,5702,867,2599,3296
112;S;3323,2239,8212
113;S;4114,2068,7165,5731,600
114;S;26,3162,8650
115;S;9442,1463,6462
116;S;3532,4026,6462
117;S;6847,2037,8958
118;S;2372,9344,3122,3532,514,3870,2075,7255,6144
119;S;9515,9076,825
120;S;8307,2160,2983,8212,3931,2201,9864,3177,9778,1006,2075,3923,398,6901,8895,6555
121;S;7209,6462,7225
122;S;214,6859,9147,4963,5801,4350,6230,7589
123;S;4094,4674,9203,3325,7944,4827,6764,4463,6462
124;S;3628,9864,2473,4272,6405,6198
125;S;8174,4463,5088,4144,4134,8673,1534,9100,1770,7187,166,4231
126;S;4879,5966,3925
127;S;1107,3532,9384,6629,6834,6156,9481,8618,2304,3931,2241,3992,394
128;S;958,2751,9071,732
129;S;4383,7114,3628
130;S;1662,5479,9977,6631,2751,9700,2075
131;S;6155,8433,6678,4922,9106,3585
132;S;3373,5557,8595,212,4815,8838,7240,3641,5669,746,1676,8433,2492,7983,7592,5871,9175,763,7096
133;S;4838,3748,6346
134;S;2938,9400,248,3532
135;S;2644,5020,2678
136;S;6061,5109,228,1180,2511,8797,9440,6789
137;S;1140,3422,4973
138;S;5455,4111,1934,2492,3907
139;S;4852,4632,5004
140;S;8762,2953,5939
