0;S;1,69,65
1;S;0,2,57,58,13,83
2;S;1,3,25,8
3;S;2,4,44,26,34,62,78,10
4;S;3,5,50,32,6,60
5;S;4,6,39,40
6;S;4,5,7,16,17,54
7;S;6,8,73,16,41
8;S;2,7,9,11,12,17,18,10,25,43,44,32,54,29,57,19,33,85,76,90
9;S;8,10,93
10;S;3,8,9,11,24,59,35,33,74,50,29,43,64
11;S;8,10,26,22,13,14,21,57
12;S;8,13,29,30
13;S;1,11,12,14,49,84,20,92
14;S;11,13,15,56,74,50
15;S;14,16,64,85
16;S;6,7,15
17;S;6,8
18;S;8,19,56,63,35,78,76,66
19;S;8,18,20,32,68,60,70,57
20;S;13,19,21,70,71,64
21;S;11,20,22,23,24,46,56
22;S;11,21,23,28,80,40,89
23;S;21,22
24;S;10,21
25;S;2,8,80,81
26;S;3,11,27,45
27;S;26,28,68,69
28;S;22,27,29,41
29;S;8,10,12,28,31,48,34,75,60,80,87,40,72,82
30;S;12,31
31;S;29,30,32,47,61,34
32;S;4,8,19,31,33,48,53,59,41,60
33;I;8,10,32,34
34;S;3,29,31,33,35,65
35;S;10,18,34,36,60,43
36;S;35,37,41,59
37;S;36,38
38;S;37,39
39;S;5,38,66,67
40;S;5,22,29,41,70,54,61,90,91
41;S;7,28,32,36,40,42,48,58,69
42;S;41,43,82
43;S;8,10,35,42,86,87
44;S;3,8,91,92
45;S;26,46
46;S;21,45,47,55
47;S;31,46
48;S;29,32,41,51
49;S;13,50,83,86
50;S;4,10,14,49,65,66
51;S;48,52
52;S;51,53,75,74,79,54
53;S;32,52
54;S;6,8,40,52,55,61
55;S;46,54
56;S;14,18,21,62
57;S;1,8,11,19
58;S;1,41
59;S;10,32,36,67
60;S;4,19,29,32,35,61,69,62
61;S;31,40,54,60,62,71
62;S;3,56,60,61
63;S;18,64
64;S;10,15,20,63,65,79,89,76
65;I;0,34,50,64
66;S;18,39,50,90
67;S;39,59,70,72
68;S;19,27
69;S;0,27,41,60
70;S;19,20,40,67
71;S;20,61,72,83
72;I;29,67,71,73
73;S;7,72
74;S;10,14,52
75;S;29,52,76,77
76;S;8,18,64,75,77,83,91
77;S;75,76,93
78;S;3,18
79;S;52,64
80;S;22,25,29,88
81;S;25,82
82;S;29,42,81,88
83;S;1,49,71,76,84
84;S;13,83
85;S;8,15
86;S;43,49
87;S;29,43
88;S;80,82
89;S;22,64
90;S;8,40,66,91
91;S;40,44,76,90
92;S;13,44
93;S;9,77
